CustomerID,CustomerName,Province,Region,Segment
10136898,James Lanier,Ontario,Ontario,Corporate
101822304,Susan Vittorini,Ontario,Ontario,Home Office
97588200,Deanra Eno,New Brunswick,Atlantic,Corporate
57153957,Jack O'Briant,Nova Scotia,Atlantic,Small Business
103235308,Sylvia Foulston,N/A,Northwest Territories,Corporate
6767935,Julia Dunbar,Saskachewan,Prarie,Consumer
33681614,Michael Chen,Quebec,Quebec,Consumer
61395005,John Castell,Ontario,Ontario,Consumer
34697007,Helen Wasserman,Quebec,Quebec,Home Office
34495598,Cynthia Delaney,British Columbia,West,Corporate
72728792,Becky Martin ,Nova Scotia,Atlantic,Home Office
43122374,John Lucas,Ontario,Ontario,Small Business
72112650,Cynthia Delaney,Quebec,Quebec,Corporate
102008024,Frank Merwin,-,West,Consumer
89600502,Greg Matthias,British Columbia,West,Small Business
24223712,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business
35183561,Erica Hernandez,Quebec,Quebec,Small Business
19544810,Mike Vittorini,Nova Scotia,Atlantic,Small Business
96628821,Resi Polking,Alberta,West,Small Business
23795937,Alan Hwang,Ontario,Ontario,Corporate
21396956,Richard Bierner,New Brunswick,Atlantic,Small Business
56266301,Jim Mitchum,Ontario,Ontario,Consumer
11286401,Anna Gayman,?,Ontario,Corporate
100022088,Dean Percer,Quebec,Quebec,Consumer
11934383,Carlos Soltero,Prince Edward Island,Atlantic,Consumer
51054401,Khloe Miller ,British Columbia,West,Corporate
68223869,Beth Paige,Nunavut,Nunavut,Consumer
25540872,Karen Seio,New Brunswick,Atlantic,Consumer
9725401,Laurel Elliston,New Brunswick,Atlantic,Corporate
17328667,Brosina Hoffman,Saskachewan,Prarie,Consumer
24207664,Ellis Ballard,Yukon,Yukon,Corporate
67539279,Adam Hart,N/A,Yukon,Corporate
79235541,Paul Lucas,Yukon,Yukon,Corporate
28382862,Shahid Shariari,British Columbia,West,Consumer
78769548,Anne Pryor,Quebec,Quebec,Home Office
93726727,Nat Gilpin,Ontario,Ontario,Consumer
16060471,Kelly Collister,Saskachewan,Prarie,Consumer
39916227,Sally Knutson,British Columbia,West,Consumer
46365602,Yana Sorensen,British Columbia,West,Corporate
63210192,Barbara Fisher,British Columbia,West,Small Business
91844273,Christine Phan ,-,Ontario,Small Business
20566789,Ralph Kennedy,British Columbia,West,Corporate
21047871,Jennifer Patt,Yukon,Yukon,Home Office
13226561,Nick Zandusky,Saskachewan,Prarie,Small Business
17332515,Jim Radford,Northwest Territories,Northwest Territories,Corporate
103284166,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office
36255546,Keith Dawkins,Manitoba,Prarie,Home Office
40571381,Don Weiss,Ontario,Ontario,Corporate
91610897,Barry Franz,Ontario,Ontario,Corporate
43644616,Doug Jacobs,?,Quebec,Home Office
81275177,Sean O'Donnell,Ontario,Ontario,Corporate
28609672,Thea Hudgings,Manitoba,Prarie,Consumer
5044115,Steve Nguyen,Ontario,Ontario,Small Business
56068175,Shirley Jackson,Yukon,Yukon,Corporate
96063089,Rick Wilson,Saskachewan,Prarie,Consumer
31406507,Brian Stugart ,Nova Scotia,Atlantic,Corporate
55417339,Elpida Rittenbach,Nova Scotia,Atlantic,Consumer
14111599,Cathy Armstrong,Nova Scotia,Atlantic,Consumer
12859907,Denny Ordway,N/A,Yukon,Small Business
54579533,Alex Grayson,Quebec,Quebec,Consumer
7345328,Tracy Collins,New Brunswick,Atlantic,Consumer
50378986,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office
61795149,Ann Steele,Alberta,West,Corporate
9479478,Alan Hwang,New Brunswick,Atlantic,Small Business
58189342,Jonathan Doherty,Saskachewan,Prarie,Corporate
85401643,Noel Staavos,Ontario,Ontario,Home Office
29419345,Ed Jacobs,Yukon,Yukon,Small Business
92103421,Deirdre Greer,-,Quebec,Home Office
58951505,Chris Selesnick,Ontario,Ontario,Home Office
88328172,Guy Phonely,Ontario,Ontario,Corporate
3863253,Steve Nguyen ,Ontario,Ontario,Consumer
80699720,Harold Dahlen,Quebec,Quebec,Corporate
67569954,Joy Daniels,Manitoba,Prarie,Corporate
104503994,Laurel Beltran,Saskachewan,Prarie,Consumer
5130941,Clay Cheatham,Alberta,West,Small Business
86967557,Kelly Andreada,Saskachewan,Prarie,Home Office
15369322,Dave Poirier,?,Yukon,Small Business
96421847,Harold Pawlan,Ontario,Ontario,Small Business
27976227,Liz Willingham,Ontario,Ontario,Home Office
41308400,Dean Percer,Nova Scotia,Atlantic,Home Office
45914050,Noel Staavos,Nova Scotia,Atlantic,Home Office
44297353,Anthony Garverick,Saskachewan,Prarie,Small Business
31509023,Raymond Fair,British Columbia,West,Small Business
83693488,Natalie Webber,Manitoba,Prarie,Consumer
59235527,Alan Shonely,Quebec,Quebec,Small Business
99518139,Tamara Willingham ,N/A,Yukon,Corporate
101792006,William Brown,Saskachewan,Prarie,Corporate
22470862,Neoma Murray,Saskachewan,Prarie,Small Business
99084990,Roy French,Ontario,Ontario,Consumer
39086044,Alex Avila,British Columbia,West,Home Office
34288922,Tom Ashbrook,British Columbia,West,Home Office
55790716,Alan Haines,Quebec,Quebec,Consumer
32156526,Natalie Webber,British Columbia,West,Corporate
47872917,Rob Dowd,British Columbia,West,Corporate
57407328,Stuart Calhoun,-,Ontario,Consumer
14517596,Nona Balk,New Brunswick,Atlantic,Corporate
70910022,Roy Phan,Alberta,West,Consumer
38326802,Jennifer Jackson,Saskachewan,Prarie,Home Office
25873692,Alejandro Grove,Ontario,Ontario,Consumer
82471832,Katharine Harms,Alberta,West,Consumer
50857062,Adam Hart ,British Columbia,West,Corporate
88925672,Adrian Shami,Alberta,West,Consumer
34113194,Joni Wasserman,Yukon,Yukon,Consumer
65762504,Erica Smith,?,West,Small Business
57944229,Jenna Caffey,Ontario,Ontario,Consumer
83750888,George Ashbrook,Ontario,Ontario,Consumer
95577022,Carol Triggs,Quebec,Quebec,Home Office
8387950,Bobby Trafton,Nova Scotia,Atlantic,Small Business
92656557,Logan Haushalter,Quebec,Quebec,Corporate
25750022,Maribeth Yedwab,Saskachewan,Prarie,Home Office
93474875,Russell Applegate,Manitoba,Prarie,Home Office
73939563,Duane Benoit,Ontario,Ontario,Home Office
77243589,Bill Eplett,N/A,Quebec,Corporate
13719044,Charles Crestani,British Columbia,West,Consumer
19346760,Nicole Brennan,Yukon,Yukon,Home Office
64626802,Shui Tom ,Alberta,West,Consumer
58681809,Dave Poirier,Ontario,Ontario,Small Business
79221218,Joseph Airdo,Ontario,Ontario,Consumer
101188741,Irene Maddox,British Columbia,West,Consumer
55426523,Alan Dominguez,Alberta,West,Corporate
11826026,Mark Packer,Quebec,Quebec,Small Business
87466123,Scott Cohen,-,Quebec,Consumer
57987295,Paul Prost,Saskachewan,Prarie,Corporate
55098417,Sample Company A,Alberta,West,Home Office
45316579,Ruben Ausman,Ontario,Ontario,Corporate
4569162,Jim Kriz,Ontario,Ontario,Consumer
86285514,Maria Zettner,Ontario,Ontario,Corporate
28773850,John Castell,Ontario,Ontario,Small Business
37499275,Sanjit Chand,British Columbia,West,Home Office
103048242,Erin Creighton,Ontario,Ontario,Corporate
15879065,Julie Creighton ,?,West,Corporate
98822841,Sheri Gordon,Manitoba,Prarie,Corporate
96392681,Jane Waco,Ontario,Ontario,Corporate
76497937,Patrick O'Brill,Nova Scotia,Atlantic,Home Office
87932728,Shahid Shariari,British Columbia,West,Corporate
12674110,Sarah Brown,Alberta,West,Consumer
74945261,Jim Sink,Ontario,Ontario,Corporate
83020097,Art Foster,British Columbia,West,Home Office
36785821,Linda Cazamias,Ontario,Ontario,Corporate
79423257,Patrick Jones,N/A,Atlantic,Home Office
31343539,Christopher Conant,Alberta,West,Home Office
50955308,Tom Stivers,Quebec,Quebec,Corporate
23649246,Sandra Flanagan,Ontario,Ontario,Home Office
12346524,Arthur Wiediger,Ontario,Ontario,Corporate
97492463,Nat Carroll,Ontario,Ontario,Home Office
93141025,Sonia Sunley ,British Columbia,West,Small Business
33385671,Todd Boyes,Ontario,Ontario,Consumer
37846168,Ashley Jarboe,Yukon,Yukon,Small Business
74780468,Sung Pak,-,West,Small Business
30491084,Lena Cacioppo,British Columbia,West,Home Office
13314221,Toby Knight,Manitoba,Prarie,Corporate
76978560,Roland Fjeld,British Columbia,West,Corporate
34201014,Ricardo Block,Alberta,West,Corporate
49260132,Quincy Jones,Alberta,West,Small Business
60083352,Justin MacKendrick,Quebec,Quebec,Corporate
97344739,Rob Haberlin,British Columbia,West,Consumer
54628732,Erin Ashbrook,Ontario,Ontario,Consumer
31290794,Darren Budd,?,Ontario,Corporate
15087878,Jonathan Howell,Ontario,Ontario,Consumer
49978976,Ann Chong,Northwest Territories,Northwest Territories,Corporate
6745542,Karen Carlisle ,Yukon,Yukon,Corporate
55611186,Janet Martin,Yukon,Yukon,Corporate
97965401,Mick Crebagga,Manitoba,Prarie,Corporate
9630170,Ryan Akin,Ontario,Ontario,Consumer
101147911,Frank Olsen,Alberta,West,Small Business
102118415,Barry Gonzalez,Quebec,Quebec,Small Business
22879750,Bart Pistole,N/A,Quebec,Consumer
104482978,Luke Foster,Yukon,Yukon,Corporate
13485144,Annie Cyprus,Northwest Territories,Northwest Territories,Home Office
7871269,Becky Castell,Ontario,Ontario,Consumer
74002740,Saphhira Shifley,Saskachewan,Prarie,Consumer
84895139,Sarah Bern,Nova Scotia,Atlantic,Corporate
70937265,Toby Carlisle,Saskachewan,Prarie,Home Office
92512595,Christina Vanderzanden,British Columbia,West,Small Business
70401594,Tracy Poddar,Nova Scotia,Atlantic,Corporate
46187622,Fred Wasserman ,-,Northwest Territories,Home Office
20066882,Chris Cortes,Newfoundland,Atlantic,Consumer
46184923,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office
106488141,Andy Gerbode,Saskachewan,Prarie,Consumer
98758480,Sally Hughsby,Ontario,Ontario,Consumer
13698768,Frank Price,Northwest Territories,Northwest Territories,Corporate
3722643,Michael Kennedy,Nova Scotia,Atlantic,Corporate
64444841,Becky Pak,Alberta,West,Corporate
46376110,Julia Dunbar,Manitoba,Prarie,Consumer
54678268,Harry Marie,?,Ontario,Consumer
10406639,Nick Crebassa,Saskachewan,Prarie,Corporate
85718014,Beth Thompson,Ontario,Ontario,Corporate
82362036,Eva Jacobs,Ontario,Ontario,Home Office
74076626,Ionia McGrath,New Brunswick,Atlantic,Home Office
76055280,Doug Jacobs,Nova Scotia,Atlantic,Home Office
41053630,Benjamin Patterson ,Yukon,Yukon,Corporate
65797980,Jack O'Briant,Saskachewan,Prarie,Home Office
64790573,Jack Lebron,Prince Edward Island,Atlantic,Corporate
40500528,Philip Fox,N/A,Ontario,Home Office
36996940,Kean Nguyen,Ontario,Ontario,Small Business
42941089,Don Jones,Northwest Territories,Northwest Territories,Corporate
80369893,Jill Stevenson,Manitoba,Prarie,Consumer
66982166,Nathan Mautz,New Brunswick,Atlantic,Home Office
90386354,Tom Boeckenhauer,Alberta,West,Corporate
106390011,Marc Harrigan,Nova Scotia,Atlantic,Home Office
9569456,Karl Brown,Yukon,Yukon,Corporate
13226298,Noah Childs,Ontario,Ontario,Home Office
64928711,Saphhira Shifley,-,Prarie,Corporate
27586976,Katherine Ducich,Manitoba,Prarie,Corporate
52483004,Katrina Bavinger,Manitoba,Prarie,Consumer
29592089,Bruce Degenhardt ,Ontario,Ontario,Home Office
68926150,Mark Cousins,British Columbia,West,Corporate
89205766,Maya Herman,Saskachewan,Prarie,Corporate
85555346,Vivian Mathis,Quebec,Quebec,Home Office
33272196,Melanie Page,Ontario,Ontario,Corporate
10181449,Carlos Daly,Northwest Territories,Northwest Territories,Corporate
10766748,Gary Zandusky,?,Ontario,Home Office
77040900,Beth Paige,Northwest Territories,Northwest Territories,Consumer
31869933,Valerie Mitchum,Quebec,Quebec,Home Office
99590471,Nathan Cano,Nova Scotia,Atlantic,Consumer
40732966,"Tamara Dahlen, ",N/A,Ontario,Corporate
68464052,Bill Donatelli ,Ontario,Ontario,Corporate
63834266,Christy Brittain ,British Columbia,West,Consumer
38512011,Barry Blumstein ,British Columbia,West,Small Business
82335880,Aleksandra Gannaway ,New Brunswick,Atlantic,Corporate
58046234,Paul Prost ,Ontario,Ontario,Corporate
9130094,Russell Applegate ,Ontario,Ontario,Home Office
60559394,Pauline Webber ,Alberta,West,Consumer
21939120,Greg Guthrie ,Prince Edward Island,Atlantic,Small Business
75726086,Sheri Gordon ,-,Quebec,Corporate
94530777,Erin Smith ,Ontario,Ontario,Home Office
21258025,"Andy,Yotov ",Ontario,Ontario,Corporate
45311141,Carl Weiss,Alberta,West,Consumer
78224739,Noel Staavos,Quebec,Quebec,Home Office
30578487,Aaron Hawkins,British Columbia,West,Home Office
85111166,Annie Thurman ,Alberta,West,Consumer
79674261,Ted Trevino,Ontario,Ontario,Corporate
74639533,Tamara Chand,Ontario,Ontario,Consumer
28257713,Tom Prescott,?,West,Small Business
14649835,Fred Chung,Quebec,Quebec,Corporate
99328710,Eileen Kiefer,Ontario,Ontario,Consumer
23051437,Hilary Holden,Prince Edward Island,Atlantic,Corporate
104239922,Lynn Smith,New Brunswick,Atlantic,Corporate
44905147,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate
17033987,Sonia Sunley,British Columbia,West,Corporate
8480164,Julie Kriz,Manitoba,Prarie,Corporate
84795584,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business
63582475,Xylona Price,N/A,Ontario,Corporate
2717381,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate
69563791,Matthew Grinstein,Alberta,West,Small Business
87034117,Marina Lichtenstein ,British Columbia,West,Corporate
25507147,Art Ferguson,Nova Scotia,Atlantic,Corporate
47450738,Victoria Wilson,Ontario,Ontario,Home Office
16666221,Deanra Eno,Yukon,Yukon,Corporate
96327900,Jocasta Rupert,New Brunswick,Atlantic,Consumer
38344188,Kristina Nunn,British Columbia,West,Consumer
59981908,Meg O'Connel,-,Ontario,Corporate
89759693,Barry Weirich,Nunavut,Nunavut,Corporate
56764115,Jim Epp,New Brunswick,Atlantic,Small Business
44817590,Odella Nelson,Ontario,Ontario,Small Business
